DRG v11.0,Description," Same-Day
Payment List","Bundled
ICU","Lower
Bound","Upper
Bound",PPSA - National,"Paediatric
Adjustment",Same Day,"Short-Stay Outlier
Base","Short-Stay Outlier
Per Diem",Inlier,"Long-Stay Outlier
Per Diem",PPSA - NSW,PPSA - Vic,PPSA - Qld,PPSA - SA,PPSA - WA,PPSA - Tas,PPSA - NT,PPSA - ACT,Unnamed: 21,Category,Adjustment,Unnamed: 24,Unnamed: 25,Private Patient Accommodation Adjustment,Same Day AA/ASA/NA,Overnight AA/ASA/NA,Same Day MH,Overnight MH,Unnamed: 31,Indigenous Status,Flag,Adj,Unnamed: 35,Patient Remoteness,Adjustment.1,Unnamed: 38,Funding ,Private Flag,Inscope Flag,Unnamed: 42,postcode,ra2021,Unnamed: 45,SA2,ra2021.1,Unnamed: 48,Caretype,Description.1,Inscope,Unnamed: 52,MDC 19/20,Age <= 17,Specialist Hospital,Code,Specialist Psych,Unnamed: 58,Funding Input,Selection,Unnamed: 61,IHPA DSS Data Set Selection,2011-12 and Earlier,Unnamed: 64,2012-13 and Later,Unnamed: 66,Adopted Private Flag,Adopted Inscope Flag,Unnamed: 69,HAC Group,Base Score,Age Group - 0-5,Age Group - 5-10,Age Group -10-15,Age Group - 15-20,Age Group - 20-25,Age Group - 25-30,Age Group - 30-35,Age Group - 35-40,Age Group - 40-45,Age Group - 45-50,Age Group - 50-55,Age Group - 55-60,Age Group - 60-65,Age Group - 65-70,Age Group - 70-75,Age Group - 75-80,Age Group - 80-85,Age Group - 85-90,Age Group - 90-95,Age Group - 95-99,Unnamed: 92,DRG v10.0,Type,MDC,Unnamed: 96,HAC Group.1,I,M,Unnamed: 100,HAC Group - MDC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
B40Z,"Plasmapheresis with Neurological Disease, Sameday",0.0,0.0,1.0,1.0,0.165,1.35,,,,0.1934,,0.152,0.119,0.27,0.086,0.123,0.092,0.165,0.165,,,,,,,,,,,,,,,,,,,,,,,PC0875,3,,102011030.0,1.0,,,,,,,,,,,,,,,,,,,,,,,15.2,0,0,0,-1.9355,0,,15.2,1,.,55,,,,,,,,,,,,,B07B,I,1,,11,1,0.406,0.299,,,,,,,,,,,,,,,,,,,,,,,,,
B41A,"Telemetric EEG Monitoring, Major Complexity",0.0,0.0,1.0,17.0,0.085,1.0,,,,2.7675,0.3367,0.093,0.11,0.066,0.086,0.123,0.092,0.085,0.085,,,,,,,,,,,,,,,,,,,,,,,PC0880,4,,102011031.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,,,,,,B08A,I,1,,12,1,0.544,0.402,,,,,,,,,,,,,,,,,,,,,,,,,
B41B,"Telemetric EEG Monitoring, Minor Complexity",0.0,0.0,1.0,11.0,0.095,0.8,,,,1.7817,0.3485,0.098,0.115,0.065,0.086,0.123,0.092,0.095,0.095,,,,,,,,,,,,,,,,,,,,,,,PC0885,4,,102011032.0,0.0,,,,,,,,,,,,,,,,,,,,,,,HAC Group,Acute Myocardial Infarction,Congestive Heart Failure,Peripheral Vascular Disease,Cerebral Vascular Accident,Dementia,Pulmonary Disease,Connective Tissue Disorder,Peptic Ulcer,Liver Disease,Diabetes,Diabetes Complication,Paraplegia,Renal Disease,Cancer,Metastatic Cancer,Severe Liver Disease,HIV,,,,,,B08B,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B42A,"Nervous System Disorders with Ventilator Support, Major Complexity",0.0,0.0,4.0,43.0,0.077,1.32,,0.1572,1.8127,7.408,0.3461,0.124,0.076,0.068,0.086,0.123,0.092,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,PC0886,3,,102011033.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,-0.1575,3.548,6.6436,0.2449,2.1406,0.632,1.264,3.2329,3.0171,-1.3947,4.0727,2.7987,1.7838,3.3347,1.7609,2.632,0.7569,,,,,,B40Z,I,1,,Covid Adj.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B42B,"Nervous System Disorders with Ventilator Support, Intermediate Complexity",0.0,0.0,2.0,22.0,0.087,1.42,,0.0364,2.0655,4.1674,0.2842,0.124,0.076,0.068,0.086,0.123,0.092,0.087,0.087,,,,,,,,,,,,,,,,,,,,,,,PC2000,0,,102011034.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,0.2321,2.1109,3.368,2.5459,3.687,1.6358,1.637,2.5482,4.0796,-0.5203,2.2306,1.5248,2.1151,4.3235,1.2255,4.7527,-0.9087,,,,,,B41A,I,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B42C,"Nervous System Disorders with Ventilator Support, Minor Complexity",0.0,0.0,1.0,9.0,0.101,1.0,,,,1.9867,0.3498,0.134,0.076,0.068,0.086,0.123,0.092,0.101,0.101,,,,,,,,,,,,,,,,,,,,,,,PC2007,0,,102011035.0,0.0,,,,,,,,,,,,,,,,,,,,,,,3,1.3505,3.2846,4.196,2.8178,2.1927,1.5762,1.8594,1.8925,2.9564,-0.9909,2.1106,2.4128,2.2579,4.7533,1.4378,3.4302,0.9913,,,,,,B41B,I,1,,1,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
B62Z,Apheresis,0.0,0.0,1.0,3.0,0.085,1.0,,,,0.3954,0.3117,0.134,0.062,0.039,0.047,0.057,0.042,0.01,0.085,,,,,,,,,,,,,,,,,,,,,,,PC2008,0,,102011036.0,0.0,,,,,,,,,,,,,,,,,,,,,,,4,0.5636,0.7018,5.2673,1.2487,1.4543,0.579,1.6136,0.754,2.3519,-1.0285,1.3291,0.4882,2.4535,4.9819,0.6049,2.1447,0.1824,,,,,,B42A,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B63A,"Dementia and Other Chronic Disturbances of Cerebral Function, Major Complexity",0.0,0.0,4.0,40.0,0.039,1.0,,0.0,0.9226,3.6906,0.2059,0.068,0.026,0.019,0.019,0.026,0.042,0.01,0.039,,,,,,,,,,,,,,,,,,,,,,,PC2009,0,,102011037.0,0.0,,,,,,,,,,,,,,,,,,,,,,,6,1.5011,3.2623,2.4352,3.1042,3.8114,2.1413,1.0392,0.9159,1.5181,-1.5989,1.1448,3.815,0.8113,1.9553,1.5962,3.3878,0.9101,,,,,,B42B,I,1,,"Covid Treatment Adjustment
DRG's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
B63B,"Dementia and Other Chronic Disturbances of Cerebral Function, Minor Complexity",0.0,0.0,2.0,19.0,0.039,1.0,,0.0,0.8667,1.7333,0.2005,0.065,0.023,0.013,0.035,0.026,0.042,0.01,0.039,,,,,,,,,,,,,,,,,,,,,,,PC2010,0,,102011038.0,0.0,,,,,,,,,,,,,,,,,,,,,,,7,-0.1119,1.6189,2.4541,2.2747,0.4698,0.6464,0.9522,3.9852,1.4856,-1.7891,1.3715,2.06,0.2844,4.2433,2.6749,0.0144,-0.5059,,,,,,B42C,I,1,,T63A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B64A,"Delirium, Major Complexity",0.0,0.0,3.0,31.0,0.064,1.0,,0.0,0.9292,2.7875,0.2277,0.099,0.043,0.026,0.039,0.039,0.042,0.01,0.064,,,,,,,,,,,,,,,,,,,,,,,PC2011,0,,102011039.0,0.0,,,,,,,,,,,,,,,,,,,,,,,8,0.2837,5.3885,4.9196,-0.1469,-5.9704,-1.2095,1.4653,1.9539,3.8832,-19.1566,1.2556,0.7285,2.5984,3.2503,-2.9783,3.5789,-1.7083,,,,,,B62Z,M,1,,T63B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B64B,"Delirium, Minor Complexity",1.0,0.0,1.0,14.0,0.083,1.0,0.1362,,,1.1474,0.2285,0.124,0.056,0.035,0.05,0.045,0.042,0.01,0.083,,,,,,,,,,,,,,,,,,,,,,,PC2015,0,,102011040.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9,3.9341,2.8587,4.5713,4.0248,1.5439,0.9781,2.0168,9.4941,3.7553,-1.9456,1.5326,1.7269,2.9516,4.5562,1.0369,4.5614,1.3154,,,,,,B63A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B65Z,Cerebral Palsy,0.0,0.0,1.0,4.0,0.102,1.65,,,,0.3237,0.2286,0.206,0.062,0.087,0.047,0.091,0.042,0.01,0.102,,,,,,,,,,,,,,,,,,,,,,,PC2016,0,,102011041.0,0.0,,,,,,,,,,,,,,,,,,,,,,,10,3.7104,3.1143,4.7688,2.2012,2.7156,1.2692,1.3729,4.3589,2.8762,-1.6664,1.3842,1.3356,2.7298,2.5446,1.7379,3.1193,-0.2548,,,,,,B63B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B66A,"Nervous System Neoplastic Disorders, Major Complexity",0.0,0.0,3.0,30.0,0.061,1.08,,0.0,1.0594,3.1783,0.2621,0.085,0.05,0.037,0.054,0.039,0.042,0.01,0.061,,,,,,,,,,,,,,,,,,,,,,,PC2017,0,,102011042.0,0.0,,,,,,,,,,,,,,,,,,,,,,,11,1.0994,1.9706,4.5541,3.5612,0.9346,1.0585,0.9896,0.7601,2.5198,-0.6544,1.9626,0.6537,1.6016,2.8143,1.6385,3.7997,0.5267,,,,,,B64A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B66B,"Nervous System Neoplastic Disorders, Minor Complexity",1.0,0.0,1.0,14.0,0.096,1.36,0.4316,,,1.298,0.2377,0.165,0.074,0.037,0.07,0.072,0.042,0.01,0.096,,,,,,,,,,,,,,,,,,,,,,,PC2018,0,,102011043.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12,2.5036,1.5848,3.6918,1.9901,-0.6117,1.6123,3.1386,0.6242,2.7901,-0.8749,2.3631,4.1582,1.338,6.3106,0.7258,2.6999,1.3323,,,,,,B64B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B67A,"Degenerative Nervous System Disorders, Major Complexity",0.0,0.0,3.0,36.0,0.053,1.69,,0.0,1.2036,3.6108,0.2322,0.072,0.039,0.026,0.024,0.05,0.066,0.01,0.053,,,,,,,,,,,,,,,,,,,,,,,PC2019,0,,102021044.0,0.0,,,,,,,,,,,,,,,,,,,,,,,13,0.36,1.7465,3.356,2.8458,2.0479,0.4663,2.7973,2.6752,2.1259,-6.0698,13.8098,0.9871,1.8953,3.2547,0.9795,1.071,0.4833,,,,,,B65Z,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B67B,"Degenerative Nervous System Disorders, Intermediate Complexity",1.0,0.0,1.0,18.0,0.051,1.99,1.6864,,,1.4071,0.2055,0.093,0.046,0.025,0.016,0.044,0.066,0.01,0.051,,,,,,,,,,,,,,,,,,,,,,,PC2020,0,,102021045.0,0.0,,,,,,,,,,,,,,,,,,,,,,,14,11.0226,5.6821,4.0716,2.7442,1.3487,0.4441,1.3315,1.563,1.6257,-0.9242,0.8203,0.7863,0.8123,2.6565,1.0767,2.2932,0.0775,,,,,,B66A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B67C,"Degenerative Nervous System Disorders, Minor Complexity",1.0,0.0,1.0,11.0,0.074,1.52,0.1747,,,0.9676,0.2335,0.134,0.039,0.072,0.041,0.056,0.086,0.01,0.074,,,,,,,,,,,,,,,,,,,,,,,PC2021,0,,102021046.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B66B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B68A,"Multiple Sclerosis and Cerebellar Ataxia, Major Complexity",1.0,0.0,2.0,20.0,0.076,1.56,0.2615,0.0,1.0449,2.0899,0.2385,0.098,0.06,0.048,0.082,0.06,0.051,0.01,0.076,,,,,,,,,,,,,,,,,,,,,,,PC2022,0,,102021047.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B67A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B68B,"Multiple Sclerosis and Cerebellar Ataxia, Minor Complexity",0.0,0.0,1.0,3.0,0.039,1.0,,,,0.2944,0.1259,0.072,0.028,0.068,0.017,0.028,0.048,0.01,0.039,,,,,,,,,,,,,,,,,,,,,,,PC2023,0,,102021048.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B67B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B69A,"TIA and Precerebral Occlusion, Major Complexity",0.0,0.0,1.0,15.0,0.109,1.0,,,,1.352,0.2435,0.158,0.063,0.034,0.078,0.084,0.042,0.01,0.109,,,,,,,,,,,,,,,,,,,,,,,PC2024,0,,102021049.0,1.0,,,,,,,,,,,,,,,,,,,,,,,HAC Group,Low,Medium,High,,,,,,,,,,,,,,,,,,,,B67C,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B69B,"TIA and Precerebral Occlusion, Minor Complexity",0.0,0.0,1.0,5.0,0.194,1.0,,,,0.4608,0.2493,0.281,0.133,0.054,0.092,0.098,0.042,0.01,0.194,,,,,,,,,,,,,,,,,,,,,,,PC2025,0,,102021050.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,0.143,0.104,0.092,,,,,,,,,,,,,,,,,,,,B68A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B70A,"Stroke and Other Cerebrovascular Disorders, Major Complexity",0.0,0.0,4.0,45.0,0.072,1.0,,0.0,1.1326,4.5303,0.2504,0.102,0.068,0.034,0.043,0.071,0.035,0.01,0.072,,,,,,,,,,,,,,,,,,,,,,,PC2026,0,,102021051.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,0.036,0.019,0.011,,,,,,,,,,,,,,,,,,,,B68B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B70B,"Stroke and Other Cerebrovascular Disorders, Intermediate Complexity",0.0,0.0,2.0,22.0,0.088,1.0,,0.0,1.1104,2.2208,0.2408,0.14,0.061,0.038,0.048,0.063,0.035,0.01,0.088,,,,,,,,,,,,,,,,,,,,,,,PC2027,0,,102021052.0,0.0,,,,,,,,,,,,,,,,,,,,,,,3,0.088,0.025,0.018,,,,,,,,,,,,,,,,,,,,B69A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B70C,"Stroke and Other Cerebrovascular Disorders, Minor Complexity",1.0,0.0,1.0,12.0,0.131,2.0,0.289,,,1.2031,0.2513,0.202,0.081,0.054,0.104,0.088,0.056,0.01,0.131,,,,,,,,,,,,,,,,,,,,,,,PC2028,0,,102021053.0,0.0,,,,,,,,,,,,,,,,,,,,,,,4,0.119,0.066,0.054,,,,,,,,,,,,,,,,,,,,B69B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B70D,"Stroke and Other Cerebrovascular Disorders, Transferred < 5 Days",0.0,0.0,1.0,4.0,0.132,1.0,,,,0.7735,,0.234,0.089,0.065,0.075,0.071,0.035,0.01,0.132,,,,,,,,,,,,,,,,,,,,,,,PC2029,0,,102021054.0,0.0,,,,,,,,,,,,,,,,,,,,,,,5,Nil,Nil,Nil,,,,,,,,,,,,,,,,,,,,B70A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B71A,"Cranial and Peripheral Nerve Disorders, Major Complexity",0.0,0.0,2.0,21.0,0.067,1.21,,0.0,1.0836,2.1672,0.2382,0.092,0.052,0.049,0.055,0.047,0.064,0.016,0.067,,,,,,,,,,,,,,,,,,,,,,,PC2030,0,,102021055.0,0.0,,,,,,,,,,,,,,,,,,,,,,,6,0.141,0.069,0.036,,,,,,,,,,,,,,,,,,,,B70B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B71B,"Cranial and Peripheral Nerve Disorders, Minor Complexity",1.0,0.0,1.0,9.0,0.089,1.87,0.1631,,,0.8243,0.2513,0.14,0.067,0.072,0.059,0.051,0.077,0.022,0.089,,,,,,,,,,,,,,,,,,,,,,,PC2031,0,,102021056.0,0.0,,,,,,,,,,,,,,,,,,,,,,,7,0.121,0.072,0.051,,,,,,,,,,,,,,,,,,,,B70C,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B72A,"Nervous System Infection Excluding Viral Meningitis, Major Complexity",0.0,0.0,3.0,35.0,0.068,1.2,,0.0,1.284,3.8519,0.2456,0.093,0.062,0.038,0.042,0.038,0.042,0.01,0.068,,,,,,,,,,,,,,,,,,,,,,,PC2032,0,,102021057.0,0.0,,,,,,,,,,,,,,,,,,,,,,,8,0.204,0.128,0.084,,,,,,,,,,,,,,,,,,,,B70D,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B72B,"Nervous System Infection Excluding Viral Meningitis, Minor Complexity",0.0,0.0,1.0,8.0,0.075,1.87,,,,0.4846,0.2322,0.088,0.08,0.087,0.042,0.038,0.042,0.01,0.075,,,,,,,,,,,,,,,,,,,,,,,PC2033,0,,103011059.0,1.0,,,,,,,,,,,,,,,,,,,,,,,9,0.099,0.08,0.076,,,,,,,,,,,,,,,,,,,,B71A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B73A,"Viral Meningitis, Major Complexity",0.0,0.0,1.0,18.0,0.101,1.0,,,,1.7104,0.2867,0.141,0.062,0.039,0.047,0.057,0.042,0.01,0.101,,,,,,,,,,,,,,,,,,,,,,,PC2034,0,,103011060.0,1.0,,,,,,,,,,,,,,,,,,,,,,,10,0.108,0.08,0.071,,,,,,,,,,,,,,,,,,,,B71B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B73B,"Viral Meningitis, Minor Complexity",0.0,0.0,1.0,9.0,0.098,1.15,,,,0.7609,0.252,0.137,0.062,0.039,0.047,0.057,0.042,0.01,0.098,,,,,,,,,,,,,,,,,,,,,,,PC2035,0,,103011061.0,1.0,,,,,,,,,,,,,,,,,,,,,,,11,0.108,0.02,0.011,,,,,,,,,,,,,,,,,,,,B72A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B74A,"Nontraumatic Stupor and Coma, Major Complexity",0.0,0.0,1.0,17.0,0.071,1.0,,,,1.5931,0.265,0.124,0.08,0.018,0.047,0.057,0.042,0.01,0.071,,,,,,,,,,,,,,,,,,,,,,,PC2036,0,,103011612.0,1.0,,,,,,,,,,,,,,,,,,,,,,,12,0.073,0.045,0.021,,,,,,,,,,,,,,,,,,,,B72B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B74B,"Nontraumatic Stupor and Coma, Minor Complexity",0.0,0.0,1.0,5.0,0.09,1.5,,,,0.3753,0.2695,0.185,0.08,0.021,0.047,0.057,0.042,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,PC2037,0,,103011613.0,1.0,,,,,,,,,,,,,,,,,,,,,,,13,0.089,0.039,0.017,,,,,,,,,,,,,,,,,,,,B73A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B75Z,Febrile Convulsions,0.0,0.0,1.0,4.0,0.087,0.92,,,,0.3814,0.2869,0.11,0.062,0.024,0.047,0.057,0.042,0.01,0.087,,,,,,,,,,,,,,,,,,,,,,,PC2038,0,,103021062.0,2.0,,,,,,,,,,,,,,,,,,,,,,,14,0.125,0.047,0.041,,,,,,,,,,,,,,,,,,,,B73B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B76A,"Seizures, Major Complexity",1.0,0.0,1.0,15.0,0.074,1.31,0.2378,,,1.4219,0.2748,0.121,0.072,0.026,0.063,0.04,0.042,0.01,0.074,,,,,,,,,,,,,,,,,,,,,,,PC2039,0,,103021063.0,1.0,,,,,,,,,,,,,,,,,,,,,,,15.1,Nil,Nil,Nil,,,,,,,,,,,,,,,,,,,,B74A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B76B,"Seizures, Minor Complexity",0.0,0.0,1.0,4.0,0.105,1.75,,,,0.3489,0.2567,0.169,0.098,0.047,0.058,0.065,0.042,0.01,0.105,,,,,,,,,,,,,,,,,,,,,,,PC2040,0,,103021064.0,2.0,,,,,,,,,,,,,,,,,,,,,,,15.2,0.328,0.32,0.32,,,,,,,,,,,,,,,,,,,,B74B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B77A,"Headaches, Major Complexity",1.0,0.0,1.0,12.0,0.112,1.39,0.1443,,,0.8782,0.2447,0.193,0.058,0.041,0.072,0.063,0.042,0.026,0.112,,,,,,,,,,,,,,,,,,,,,,,PC2041,0,,103021065.0,2.0,,,,,,,,,,,,,,,,,,,,,,,16,Nil,Nil,Nil,,,,,,,,,,,,,,,,,,,,B75Z,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B77B,"Headaches, Minor Complexity",1.0,0.0,1.0,9.0,0.155,1.47,0.1107,,,0.3902,0.2553,0.252,0.112,0.072,0.066,0.074,0.042,0.026,0.155,,,,,,,,,,,,,,,,,,,,,,,PC2042,0,,103021066.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B76A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B78A,"Intracranial Injuries, Major Complexity",0.0,0.0,3.0,32.0,0.077,1.44,,0.0,1.0749,3.2248,0.2565,0.102,0.067,0.037,0.047,0.045,0.042,0.01,0.077,,,,,,,,,,,,,,,,,,,,,,,PC2043,0,,103021067.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B76B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B78B,"Intracranial Injuries, Minor Complexity",0.0,0.0,1.0,9.0,0.095,1.38,,,,0.8348,0.2519,0.139,0.078,0.047,0.061,0.038,0.042,0.01,0.095,,,,,,,,,,,,,,,,,,,,,,,PC2044,0,,103021068.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B77A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B78C,"Intracranial Injuries, Transferred < 5 Days",0.0,0.0,1.0,4.0,0.086,1.0,,,,0.581,,0.134,0.073,0.042,0.051,0.045,0.042,0.01,0.086,,,,,,,,,,,,,,,,,,,,,,,PC2045,0,,103021069.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B77B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B79A,"Skull Fractures, Major Complexity",0.0,0.0,1.0,12.0,0.077,1.06,,,,1.2058,0.2647,0.156,0.077,0.018,0.047,0.057,0.042,0.01,0.077,,,,,,,,,,,,,,,,,,,,,,,PC2046,0,,103031070.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B78A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B79B,"Skull Fractures, Minor Complexity",0.0,0.0,1.0,4.0,0.109,1.66,,,,0.3855,0.2571,0.217,0.077,0.018,0.047,0.057,0.042,0.01,0.109,,,,,,,,,,,,,,,,,,,,,,,PC2047,0,,103031071.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B78B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B80A,"Other Head Injuries, Major Complexity",1.0,0.0,1.0,15.0,0.09,0.95,0.1643,,,1.1621,0.2107,0.166,0.115,0.032,0.039,0.029,0.042,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,PC2048,0,,103031072.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B78C,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B80B,"Other Head Injuries, Minor Complexity",0.0,0.0,1.0,3.0,0.148,0.81,,,,0.1861,0.1376,0.265,0.166,0.071,0.046,0.026,0.042,0.01,0.148,,,,,,,,,,,,,,,,,,,,,,,PC2049,0,,103031073.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B79A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B81A,"Other Disorders of the Nervous System, Major Complexity",0.0,0.0,2.0,21.0,0.111,0.89,,0.1061,1.052,2.2101,0.2149,0.166,0.061,0.038,0.051,0.103,0.042,0.01,0.111,,,,,,,,,,,,,,,,,,,,,,,PC2050,0,,103031074.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B79B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B81B,"Other Disorders of the Nervous System, Minor Complexity",1.0,0.0,1.0,12.0,0.108,1.56,0.1989,,,0.8885,0.2094,0.166,0.081,0.048,0.055,0.054,0.042,0.01,0.108,,,,,,,,,,,,,,,,,,,,,,,PC2060,0,,103031075.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B80A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B82A,"Chronic and Unspecified Paraplegia/Quadriplegia, Major Complexity",0.0,0.0,4.0,42.0,0.075,1.0,,0.0,1.1927,4.7708,0.2687,0.092,0.062,0.039,0.047,0.057,0.042,0.01,0.075,,,,,,,,,,,,,,,,,,,,,,,PC2061,0,,103041076.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B80B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B82B,"Chronic and Unspecified Paraplegia/Quadriplegia, Intermediate Complexity",0.0,0.0,2.0,22.0,0.081,1.0,,0.0,1.0094,2.0189,0.2414,0.092,0.062,0.039,0.047,0.057,0.042,0.01,0.081,,,,,,,,,,,,,,,,,,,,,,,PC2062,0,,103041077.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B81A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B82C,"Chronic and Unspecified Paraplegia/Quadriplegia, Minor Complexity",0.0,0.0,1.0,8.0,0.088,1.12,,,,0.7674,0.2318,0.092,0.062,0.039,0.047,0.057,0.042,0.01,0.088,,,,,,,,,,,,,,,,,,,,,,,PC2063,0,,103041078.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B81B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B83A,"Acute Paraplegia and Quadriplegia and Spinal Cord Conditions, Major Complexity",0.0,0.0,5.0,51.0,0.065,1.0,,0.0,1.1538,5.7692,0.2998,0.092,0.062,0.039,0.047,0.057,0.042,0.01,0.065,,,,,,,,,,,,,,,,,,,,,,,PC2064,0,,103041079.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B82A,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B83B,"Acute Paraplegia and Quadriplegia and Spinal Cord Conditions, Intermediate Complexity",0.0,0.0,2.0,19.0,0.095,1.0,,0.0765,1.1305,2.3375,0.2737,0.092,0.062,0.039,0.047,0.057,0.042,0.01,0.095,,,,,,,,,,,,,,,,,,,,,,,PC2065,0,,104011080.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B82B,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
